Name,N,NNZ,Nonzeros(nnz/N),Density,Diags,Num_diag_elem,Num_diag_elem_per_NNZ,Small_rows_percentage,Small_rows_elem_percentage,NNZ_min,NNZ_max,NNZ_mean,NNZ_sd,DiffNNZ_min,DiffNNZ_max,DiffNNZ_mean,DiffNNZ_sd,BW_min,BW_max,BW_mean,BW_sd,Scatter_min,Scatter_max,Scatter_mean,Scatter_geom,Scatter_sd,Misses,FLOPS_byte
adder_dcop_02.mtx,1813,11246,6.20298,0.00342139,3127,3186971,283.387071,49.586323,30.286324,1,1310,6.202979,30.777149,0,1309,2.816878,30.901808,0.000552,1.0,0.634474,437.303009,0.001676,1.0,0.013628,0.005157,0.084573,0.814711,0.201318
c-40.mtx,9941,81501,8.19847,0.000824713,9723,23852859,292.669526,53.56604,15.207175,2,1619,8.198471,44.153606,0,1405,1.348858,30.619085,0.44915,0.999195,0.639545,1937.040039,0.000448,0.16314,0.001058,0.000729,0.004496,0.73578,0.211334
mark3jac100sc.mtx,45769,268563,5.86779,0.000128205,666,30125321,112.172269,56.553562,32.932312,2,44,5.867793,3.847502,0,41,3.323429,3.464093,4.4e-05,0.090083,0.009326,608.273865,0.001319,1.0,0.154461,0.037139,0.276377,0.552587,0.199103
oscil_dcop_22.mtx,430,1544,3.5907,0.00835046,311,101995,66.058938,92.093025,84.455956,1,13,3.590698,1.448309,0,10,0.681395,1.330631,0.002326,0.767442,0.289411,74.367966,0.009146,1.0,0.100081,0.040184,0.220421,0.648702,0.176336
cavity17.mtx,4562,131735,28.8766,0.00632981,303,1317094,9.998057,7.036387,0.243671,1,62,28.876589,16.724522,0,51,8.072556,13.757824,0.000219,0.123411,0.065036,140.530502,0.032922,1.0,0.169895,0.112088,0.240069,0.171693,0.237655
176bit.mtx,7441,82270,11.0563,0.00148586,12301,50385324,612.438605,0.0,0.0,7,16,11.05631,1.247676,0,7,1.362586,1.104131,0.048918,0.998656,0.691292,1596.6073,0.001081,0.038462,0.002564,0.002279,0.001741,0.785449,0.220135
OPF_3754.mtx,15435,141478,9.16605,0.000593848,19659,187290171,1323.811271,28.059605,12.051344,2,64,9.166051,5.676762,0,39,2.969031,3.130677,0.000324,0.995983,0.498083,3222.078125,0.000137,1.0,0.002416,0.001151,0.016165,0.359476,0.214842
dwt_503.mtx,503,6027,11.9821,0.0238213,477,164511,27.295669,4.17495,1.49328,4,25,11.982107,4.986428,0,19,1.32008,2.312326,0.015905,0.914513,0.273366,122.443863,0.018391,0.727273,0.213704,0.140733,0.190626,0.282441,0.222185
bfwb62.mtx,62,342,5.51613,0.0889698,63,2522,7.374269,64.516129,52.046783,2,13,5.516129,1.872913,0,6,1.548387,1.340166,0.032258,0.854839,0.550728,13.950195,0.085106,1.0,0.226963,0.182706,0.202358,0.367846,0.196552
hangGlider_4.mtx,15561,149532,9.60941,0.000617532,17311,194438095,1300.310937,5.629458,2.392799,2,13831,9.609408,110.834557,0,13829,2.688388,156.727905,0.000129,1.0,0.666584,3176.433105,0.000289,1.0,0.001,0.000842,0.010717,0.588195,0.216245
wathen100.mtx,30401,471601,15.5127,0.000510269,221,6684489,14.174035,0.0,0.0,8,21,15.51268,3.827881,0,8,5.288839,3.734114,0.010033,0.020032,0.016578,143.174103,0.021417,0.042345,0.032645,0.031397,0.008647,0.277995,0.227958
n2c6-b1.mtx,105,210,2.0,0.0190476,112,6622,31.533333,100.0,100.0,2,2,2.0,0.0,0,0,0.0,0.0,0.019048,0.142857,0.060317,3.399346,0.133333,1.0,0.439841,0.369926,0.268362,0.5,0.142857
ex28.mtx,2603,77031,29.5932,0.0113689,177,450731,5.851294,0.0,0.0,8,62,29.593163,15.063647,0,27,7.130234,9.580036,0.016519,0.085286,0.055955,51.302734,0.092593,0.472727,0.200745,0.190759,0.065102,0.135691,0.237939
RFdevice_b.mtx,74104,9,0.000121451,1.63893e-09,3,36,4.0,100.0,100.0,0,1,0.000121,0.01102,0,1,6.7e-05,0.008214,0.0,1.3e-05,0.0,0.01102,1e-06,1.0,0.000123,1e-06,0.01102,1e-06,2e-05
freeFlyingRobot_8.mtx,4398,34958,7.94861,0.00180732,1795,3944882,112.84633,22.942247,8.109732,1,881,7.948613,13.688324,0,878,1.062983,18.688156,0.000227,0.850614,0.474785,1095.119263,0.001134,1.0,0.006322,0.00385,0.033787,0.529347,0.210312
str_0.mtx,363,2454,6.76033,0.0186235,424,87847,35.797474,69.97245,22.942135,1,34,6.760331,7.340999,0,32,2.110193,4.838897,0.002755,0.991736,0.296951,110.344627,0.005556,1.0,0.324164,0.123477,0.408759,0.542335,0.204602
wikipedia-20051105.mtx,1634989,19753078,12.0815,7.38933e-06,2858991,2539785729655,128576.70737,58.858807,6.628577,0,4970,12.081474,31.091442,0,4969,15.124336,38.032841,0.0,0.99995,0.340061,620769.6875,0.0,1.0,0.437742,0.001494,0.493414,0.465619,0.222389
lp_nug20.mtx,72600,304800,4.19835,5.78285e-05,79334,3570150615,11713.092569,79.008263,0.0,0,20,4.198347,8.144021,0,20,0.000275,0.074226,0.0,0.99478,0.124699,20195.363281,1e-06,1.0,0.000498,5e-06,0.016645,2.1e-05,0.184191
steam2.mtx,600,5660,9.43333,0.0157222,123,39220,6.929329,25.0,6.80212,1,17,9.433333,4.525729,0,11,5.803333,2.750392,0.001667,0.553333,0.532389,33.006756,0.006079,1.0,0.037234,0.025513,0.089255,0.448258,0.215701
bcsstk35.mtx,30237,1450163,47.9599,0.00158613,12799,298696301,205.974295,0.009922,0.001034,5,222,47.959885,14.232809,0,180,2.480339,7.868482,0.000463,0.686675,0.045158,3499.125977,0.000989,1.0,0.295911,0.150595,0.276777,0.106861,0.242418
kineticBatchReactor_6.mtx,7773,82500,10.6137,0.00136545,7069,40259891,487.998679,19.992281,5.506667,1,2678,10.613663,51.1791,0,2670,1.997684,48.811298,0.000129,0.959732,0.405497,1860.4104,0.000539,1.0,0.005449,0.003363,0.026732,0.737524,0.219043
Franz9.mtx,19588,97508,4.97795,0.000254132,14462,165943789,1701.847941,100.0,100.0,3,5,4.977946,0.208864,0,2,0.00245,0.069973,0.003625,0.167501,0.106243,780.84729,0.001231,0.070423,0.003428,0.002674,0.004676,0.928807,0.192111
Goodwin_040.mtx,17922,561677,31.3401,0.00174869,478,8349496,14.865298,3.57661,0.114123,1,62,31.340084,16.48357,0,61,16.588829,16.594568,5.6e-05,0.06054,0.033315,249.272781,0.022329,1.0,0.095171,0.056941,0.192383,0.179949,0.238581
Maragal_2.mtx,555,4357,7.85045,0.014145,757,260720,59.839339,59.279278,16.180859,0,78,7.850451,11.655909,0,68,4.012613,9.72216,0.0,0.628829,0.253174,135.585754,0.00018,1.0,0.258338,0.076511,0.331321,0.398474,0.209895
c-29.mtx,5033,43731,8.68885,0.00172638,4935,6597683,150.869703,48.082653,12.874163,2,481,8.688853,15.980145,0,479,1.725412,12.228182,0.42877,0.99841,0.641373,963.74646,0.000745,0.114279,0.002291,0.001684,0.003376,0.69606,0.213195
delaunay_n11.mtx,2048,12254,5.9834,0.00292158,2738,3059066,249.638159,39.501953,30.643055,3,13,5.983398,1.393238,0,8,1.62793,1.297998,0.001953,0.996582,0.456887,545.875488,0.001496,1.0,0.060195,0.010496,0.157593,0.44489,0.199889
g7jac200sc.mtx,59310,717620,12.0995,0.000204004,3370,180511588,251.542025,59.802731,15.297372,1,141,12.099478,22.684477,0,139,9.067038,23.03948,1.7e-05,0.233721,0.02622,3699.887695,0.000296,1.0,0.161761,0.04051,0.275873,0.605375,0.222425
poisson3Db.mtx,85623,2374949,27.7373,0.000323947,167689,7324890347,3084.230586,0.0,0.0,6,145,27.737278,14.704099,0,85,5.304486,5.813742,0.31342,0.999907,0.811256,11934.59082,9e-05,0.002445,0.000407,0.000371,0.000218,0.87676,0.237174
bibd_16_8.mtx,12870,360360,28.0,0.0021756,12851,83681148,232.215418,99.067596,0.0,0,3003,28.0,288.589935,0,3003,0.233333,26.468691,0.0,0.999145,0.00826,1118.189209,8e-06,1.0,0.002647,9e-06,0.029021,8e-06,0.237288
troll.mtx,213453,11985111,56.1487,0.00026305,45425,7947962283,663.152997,0.0,0.0,15,387,56.148712,12.881461,0,276,2.19037,8.291661,0.000169,0.756687,0.034875,22701.130859,0.000138,1.0,0.088067,0.047527,0.084408,0.119252,0.243495
dw1024.mtx,2048,10114,4.93848,0.00241137,11,16318,1.613407,96.923828,95.619934,3,8,4.938477,0.505944,0,3,0.152344,0.47003,0.016113,0.531738,0.046482,177.848328,0.004726,0.117647,0.076181,0.071967,0.016341,0.603613,0.191756
t3dh_e.mtx,79171,4352105,54.9709,0.000694332,6657,501789497,115.298114,0.0,0.0,20,81,54.970947,14.530404,0,61,12.107173,14.244433,0.000253,0.115648,0.069694,1775.574707,0.003551,1.0,0.014344,0.010744,0.025873,0.242799,0.243359
dc2.mtx,116835,766396,6.55964,5.61445e-05,230681,13509628141,17627.477363,66.789917,32.266216,1,114190,6.559644,361.476349,0,114188,4.77505,411.178528,9e-06,1.0,0.492607,34170.65625,1.7e-05,1.0,0.001243,0.000104,0.016098,0.733562,0.203472
lund_a.mtx,147,2449,16.6599,0.113332,45,6075,2.480604,0.680272,0.204165,5,21,16.659864,4.396192,0,8,1.108844,2.109678,0.07483,0.306122,0.270304,8.5709,0.206897,0.642857,0.424296,0.414665,0.08215,0.171062,0.22935
TSOPF_RS_b162_c3_b.mtx,15374,7645,0.497268,3.23447e-05,305,1204972,157.615697,100.0,100.0,0,2,0.497268,0.505923,0,1,0.00065,0.025488,0.0,0.001691,3.7e-05,1.480137,7e-06,1.0,0.491517,0.002363,0.499705,0.002382,0.062244
TSOPF_RS_b162_c3.mtx,15374,610299,39.6968,0.00258208,8058,38497340,63.079474,49.317028,4.954948,3,77,39.696827,36.409477,0,72,0.066996,0.832976,0.010537,0.978925,0.598545,2788.217773,0.00024,0.086957,0.004597,0.002052,0.006563,0.32597,0.240897
Maragal_1.mtx,32,234,7.3125,0.228516,35,714,3.051282,50.0,22.222221,2,14,7.3125,4.530711,0,10,3.125,3.814037,0.0625,0.4375,0.271484,4.798681,0.285714,1.0,0.852421,0.816997,0.210147,0.171272,0.207447
mycielskian2.mtx,2,2,1.0,0.5,2,2,1.0,100.0,100.0,1,1,1.0,0.0,0,0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1
bcsstm23.mtx,3134,3134,1.0,0.000319081,1,3134,1.0,100.0,100.0,1,1,1.0,0.0,0,0,0.0,0.0,0.000319,0.000319,0.000319,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1
685_bus.mtx,685,3249,4.74307,0.00692418,359,195329,60.119729,71.240875,57.494614,2,13,4.743066,1.79162,0,11,1.737226,1.605055,0.00292,0.922628,0.131777,115.685471,0.004082,1.0,0.181172,0.095674,0.219373,0.463072,0.189933
tumorAntiAngiogenesis_5.mtx,460,4690,10.1957,0.0221645,575,181682,38.738166,20.869566,10.021322,2,456,10.195652,21.442163,0,454,3.252174,30.304266,0.006522,1.0,0.659145,68.854454,0.010811,1.0,0.036433,0.029153,0.070968,0.500221,0.217937
geom.mtx,7343,23796,3.24064,0.000441323,10126,45197298,1899.365356,87.089745,46.369137,0,102,3.240637,6.238724,0,101,3.9108,7.903537,0.0,0.995234,0.287066,2393.669434,1.4e-05,1.0,0.280694,0.003941,0.447837,0.163053,0.170897
EternityII_Etilde_b.mtx,10054,512,0.050925,5.06515e-06,512,132862,259.496094,100.0,100.0,0,1,0.050925,0.219846,0,1,0.000398,0.019942,0.0,9.9e-05,5e-06,0.219846,1e-05,1.0,0.050934,1.8e-05,0.219843,1.8e-05,0.008209
EternityII_Etilde.mtx,204304,1170516,5.72929,2.80429e-05,209175,22809450678,19486.662872,95.082817,0.001709,0,1024,5.729286,45.807224,0,960,0.293504,11.805001,0.0,0.996026,0.031401,31201.027344,0.0,1.0,0.00131,1e-06,0.035627,1e-06,0.198128
lp_scfxm1.mtx,600,2732,4.55333,0.00758889,319,131598,48.169107,76.0,23.499268,0,57,4.553333,7.628497,0,54,2.58,6.392718,0.0,0.88,0.168989,155.883057,0.000167,1.0,0.121755,0.004582,0.274704,0.012318,0.188051
n4c6-b15.mtx,920,960,1.04348,0.00113422,689,334730,348.677083,93.478264,0.0,0,16,1.043478,3.950547,0,16,0.017391,0.52722,0.0,0.816304,0.033774,129.914368,0.000109,0.571429,0.003927,0.00016,0.025664,0.000187,0.102564
lp_capri.mtx,482,1896,3.93361,0.00816102,438,110028,58.031646,76.763489,25.474684,0,48,3.93361,6.296247,0,46,2.062241,4.881615,0.0,0.858921,0.220072,121.706772,0.000207,1.0,0.083953,0.004284,0.223849,0.015736,0.180985
fe_ocean.mtx,143437,819186,5.71112,3.98162e-05,5178,715191086,873.050914,19.790569,15.733423,1,6,5.711121,0.668282,0,4,0.1603,0.47885,7e-06,0.11603,0.101547,3428.830322,0.00018,1.0,0.000697,0.000409,0.016268,0.838646,0.197997
g7jac020sc.mtx,5850,42568,7.27658,0.00124386,1688,5852106,137.476649,62.649574,26.569254,1,60,7.276581,8.575704,0,58,3.180855,7.621737,0.000171,0.997949,0.072386,957.829102,0.003954,1.0,0.186583,0.052438,0.301444,0.591567,0.207273
bibd_20_10.mtx,184756,8314020,45.0,0.000243564,184733,17088528312,2055.386962,99.897163,0.0,0,43758,45.0,1401.808105,0,43758,0.236842,101.801888,0.0,0.99993,0.000934,5460.580078,1e-06,1.0,0.000285,1e-06,0.009331,1e-06,0.241935
net25.mtx,9520,401200,42.1429,0.00442677,14821,61860504,154.188694,16.071428,1.652542,3,139,42.142857,32.479977,0,134,1.064496,11.259696,0.204622,0.996534,0.627134,1974.040283,0.000528,0.024964,0.007308,0.005168,0.00485,0.283053,0.241408
nnc1374.mtx,1374,8588,6.25036,0.00454903,276,357376,41.613414,39.665211,26.758266,1,16,6.250364,2.545634,0,11,1.722707,3.003326,0.000728,0.451237,0.056372,50.845238,0.004854,1.0,0.14302,0.099171,0.158573,0.358211,0.201615
bcsstk19.mtx,817,6853,8.38801,0.0102668,469,256083,37.368014,5.630355,2.393112,2,11,8.388005,2.306393,0,5,1.74541,1.297322,0.004896,0.798042,0.219253,156.949951,0.007389,1.0,0.332572,0.11373,0.387011,0.193603,0.212075
ljournal-2008.mtx,5363260,79023142,14.7342,2.74724e-06,7762712,25753192720591,325894.314865,57.271805,7.26257,0,2469,14.734162,36.973358,0,2436,11.941262,29.193306,0.0,0.999919,0.275306,1727614.0,0.0,1.0,0.240382,0.000163,0.406051,0.113282,0.226901
G25.mtx,2000,39980,19.99,0.009995,3776,3975034,99.425563,0.0,0.0,8,39,19.99,4.504772,0,24,5.125,3.944918,0.4315,0.9985,0.902707,136.98703,0.004505,0.020228,0.011076,0.01082,0.002366,0.873822,0.23255
Erdos02.mtx,6927,16944,2.44608,0.000353123,9668,32414790,1913.054178,93.186081,40.56303,0,507,2.44608,8.422163,0,506,1.944709,7.770973,0.0,1.0,0.073427,1708.864136,1.4e-05,1.0,0.574682,0.035699,0.490301,0.104421,0.154969
hi2010.mtx,25016,124126,4.96186,0.000198348,15362,323692220,2607.771297,73.756798,54.057972,1,112,4.961864,3.390987,0,109,2.759194,3.844974,4e-05,0.355253,0.162823,2400.507812,0.000231,1.0,0.028545,0.001608,0.158537,0.901158,0.191967
G12.mtx,800,3200,4.0,0.005,8,4768,1.49,100.0,100.0,4,4,4.0,0.0,0,0,0.0,0.0,0.04125,1.0,0.078938,147.705765,0.005,0.121212,0.116567,0.10677,0.022756,0.507661,0.181818
tube2.mtx,21498,897056,41.7274,0.00194099,16957,232489068,259.168957,0.0,0.0,28,48,41.727417,5.243534,0,18,0.872221,2.696432,0.007256,0.846311,0.221262,4979.693848,0.002185,0.307692,0.072114,0.023357,0.087987,0.107178,0.241325
cavity07.mtx,1182,32702,27.6667,0.0234067,223,240594,7.357165,0.0,0.0,6,62,27.666666,14.477781,0,50,6.596447,11.761637,0.011844,0.256345,0.138298,67.754761,0.04918,0.6875,0.192916,0.169303,0.118553,0.155377,0.237143
Stranke94.mtx,10,90,9.0,0.9,18,90,1.0,0.0,0.0,9,9,9.0,0.0,0,0,0.0,0.0,0.9,1.0,0.98,0.4,0.9,1.0,0.92,0.919166,0.04,0.111111,0.214286
lp_ken_11.mtx,21349,49058,2.29791,0.000107635,23712,329854636,6723.768519,93.517258,66.348,0,122,2.297906,6.333776,0,122,1.076912,2.193874,0.0,0.997564,0.160528,5787.473145,5e-06,1.0,0.391261,0.002112,0.487927,0.015338,0.151261
s3rmt3m1.mtx,5489,217669,39.6555,0.00722454,229,1228009,5.641635,0.0,0.0,7,42,39.655495,5.231746,0,15,0.857533,1.891065,0.017854,0.068865,0.066715,43.697392,0.038043,0.192661,0.109195,0.108182,0.013765,0.097174,0.240888
internet.mtx,124651,207214,1.66235,1.33361e-05,70279,5949989864,28714.227147,93.615776,53.142643,0,138,1.662353,3.793558,0,137,1.858509,4.215976,0.0,0.989579,0.043386,18032.361328,1e-06,1.0,0.391425,0.000808,0.475167,0.002617,0.131417
Franz2.mtx,4480,21504,4.8,0.00107143,5286,15481520,719.936756,52.857143,35.714287,0,8,4.8,2.094889,0,4,1.196875,1.383783,0.0,0.991518,0.441622,1130.683228,2.2e-05,0.070175,0.003103,0.001652,0.003727,0.268942,0.190476
cegb2919.mtx,2919,321543,110.155,0.0377373,3481,6962889,21.654612,2.055498,0.0,0,267,110.15519,41.558964,0,183,9.192189,23.914551,0.0,0.67112,0.183133,557.429565,3.4e-05,1.0,0.389152,0.2544,0.235227,0.079277,0.246641
fpga_dcop_24.mtx,1220,5892,4.82951,0.00395861,1601,1216210,206.417176,95.409836,82.892059,1,36,4.829508,4.012748,0,35,1.1,2.948159,0.00082,0.891803,0.668056,332.860474,0.003484,1.0,0.076095,0.008262,0.251447,0.721692,0.190754
vt2010.mtx,32580,155598,4.77587,0.000146589,8730,247799578,1592.562745,73.314919,52.449261,1,57,4.775875,3.139807,0,55,2.769122,3.313948,3.1e-05,0.980663,0.060499,3091.967773,6.5e-05,1.0,0.053366,0.004394,0.211828,0.896552,0.190247
bcspwr04.mtx,274,1612,5.88321,0.0214716,417,66954,41.534739,51.094891,27.605459,2,16,5.883212,3.299117,0,12,3.660584,3.005735,0.007299,0.992701,0.574604,89.379616,0.01227,1.0,0.152212,0.055584,0.285374,0.656501,0.199209
t3dl_a.mtx,20360,509866,25.0425,0.00122999,2965,58139388,114.02876,0.0,0.0,8,27,25.042534,3.93042,0,19,1.882662,3.670538,0.000393,0.111837,0.070902,316.246033,0.005533,1.0,0.021925,0.018251,0.031634,0.34814,0.235872
oscil_dcop_10.mtx,430,1544,3.5907,0.00835046,311,101995,66.058938,92.093025,84.455956,1,13,3.590698,1.448309,0,10,0.681395,1.330631,0.002326,0.767442,0.289411,74.367966,0.009146,1.0,0.100081,0.040184,0.220421,0.648702,0.176336
oscil_dcop_23.mtx,430,1544,3.5907,0.00835046,311,101995,66.058938,92.093025,84.455956,1,13,3.590698,1.448309,0,10,0.681395,1.330631,0.002326,0.767442,0.289411,74.367966,0.009146,1.0,0.100081,0.040184,0.220421,0.648702,0.176336
lshp1270.mtx,1270,8668,6.8252,0.00537417,567,534768,61.694509,8.346457,6.05676,4,7,6.825197,0.571772,0,3,0.053543,0.322833,0.006299,0.986614,0.095197,231.71904,0.003284,0.875,0.240437,0.137855,0.224281,0.288002,0.204956
ted_A_unscaled.mtx,10605,424587,40.0365,0.00377525,4407,32850791,77.371165,40.0,0.999089,1,147,40.036491,37.195114,0,65,6.501744,15.892787,9.4e-05,0.80396,0.342778,3380.650635,0.004234,1.0,0.407797,0.067259,0.483575,0.267338,0.240972
ch7-7-b2.mtx,7350,22050,3.0,0.000408163,8096,32720145,1483.906803,100.0,100.0,3,3,3.0,0.0,0,0,0.0,0.0,0.001633,0.111156,0.038813,185.647385,0.003672,0.25,0.019481,0.013681,0.020242,0.726273,0.166667
CurlCurl_1.mtx,226451,2472071,10.9166,4.82073e-05,12633,2751411235,1112.998468,0.001766,0.000647,4,13,10.916582,1.023098,0,7,0.649337,0.897535,2.2e-05,0.056052,0.050642,3008.022217,0.000486,0.8,0.002775,0.001114,0.016437,0.267956,0.219798
wm1.mtx,277,2909,10.5018,0.0379127,350,57512,19.770368,75.090256,8.765899,0,107,10.501805,20.066605,0,105,4.815885,13.142016,0.0,0.98556,0.286619,100.652512,0.000361,1.0,0.247377,0.031121,0.362613,0.082232,0.218755
ch6-6-b2.mtx,2400,7200,3.0,0.00125,2771,3774394,524.221389,100.0,100.0,3,3,3.0,0.0,0,0,0.0,0.0,0.004167,0.169167,0.06107,92.226791,0.007389,0.3,0.035104,0.025965,0.031972,0.680706,0.166667
nemeth06.mtx,9506,394808,41.5325,0.00436908,83,787268,1.994053,0.0,0.0,17,52,41.532505,6.670034,0,22,6.634231,5.232063,0.001999,0.007259,0.005802,7.853786,0.545455,0.971429,0.753244,0.750948,0.057297,0.090421,0.241286
watson_1.mtx,386992,1055093,2.72639,7.04509e-06,238438,72702740033,68906.475574,98.017273,51.96452,0,93,2.726395,9.650829,0,82,1.626938,9.507988,0.0,0.992036,0.076072,65047.628906,0.0,1.0,0.059829,2.4e-05,0.216779,0.000603,0.161272
g7jac180.mtx,53370,641290,12.0159,0.000225144,3370,160493788,250.267099,59.86322,15.418453,1,141,12.015926,22.503077,0,139,8.966273,22.848501,1.9e-05,0.259734,0.0287,3664.75708,0.000296,1.0,0.162322,0.040748,0.276522,0.605121,0.222255
cyl6.mtx,13681,714241,52.2068,0.00381601,1519,10543753,14.762178,0.0,0.0,36,721,52.206783,7.846412,0,684,0.36569,6.280812,0.017543,0.99291,0.059484,2394.649902,0.002651,0.219512,0.201559,0.168271,0.054384,0.109243,0.243018
soc-sign-bitcoin-otc_Time.mtx,5881,35592,6.05203,0.00102908,7522,28375380,797.240391,80.020401,20.48494,0,763,6.052032,21.086889,0,760,8.752763,27.953825,0.0,1.0,0.17889,1584.811157,1.7e-05,1.0,0.315883,0.008845,0.457951,0.127512,0.200344
soc-sign-bitcoin-otc.mtx,5881,35592,6.05203,0.00102908,7522,28375380,797.240391,80.020401,20.48494,0,763,6.052032,21.086889,0,760,8.752763,27.953825,0.0,1.0,0.17889,1584.811157,1.7e-05,1.0,0.315883,0.008845,0.457951,0.127512,0.200344
lp_pilot.mtx,4860,44375,9.13066,0.00187874,4139,11279231,254.179854,76.975311,2.794366,0,264,9.130658,26.34288,0,233,5.343004,19.585197,0.0,0.929012,0.141039,1275.329834,2.1e-05,1.0,0.022636,0.000136,0.122894,0.000379,0.214725
coater1.mtx,1348,19457,14.434,0.0107077,746,855951,43.991931,24.406528,3.171095,1,55,14.433976,11.493337,0,50,6.585311,8.617884,0.000742,0.454748,0.137655,145.420898,0.011628,1.0,0.269859,0.124939,0.361949,0.40092,0.226465
west0067.mtx,67,294,4.38806,0.0654934,70,3137,10.670068,86.567162,81.632652,1,6,4.38806,1.132363,0,5,0.507463,1.070265,0.014925,0.626866,0.274671,12.242643,0.071429,1.0,0.414724,0.29783,0.340422,0.327349,0.186312
reorientation_4.mtx,2717,33630,12.3776,0.00455562,3241,6172731,183.54835,23.665808,6.193874,1,2552,12.377623,49.069729,0,2550,2.679426,69.152054,0.000368,1.0,0.60095,620.366699,0.001248,1.0,0.009143,0.00639,0.046246,0.672167,0.222978
fpga_dcop_38.mtx,1220,5892,4.82951,0.00395861,1601,1216210,206.417176,95.409836,82.892059,1,36,4.829508,4.012748,0,35,1.1,2.948159,0.00082,0.891803,0.668056,332.860474,0.003484,1.0,0.076095,0.008262,0.251447,0.721692,0.190754
gyro_k.mtx,17361,1021159,58.8191,0.003388,7459,115221939,112.834474,0.0,0.0,12,360,58.819134,32.05051,0,318,8.930246,22.84936,0.000864,0.324693,0.072407,1094.204712,0.004484,1.0,0.081235,0.059367,0.07901,0.165939,0.243783
lp_fit2p.mtx,13525,50284,3.71786,0.000274888,13525,123034050,2446.783271,77.818855,0.0,0,22,3.717856,7.033761,0,18,0.479852,1.19667,0.0,1.0,0.104998,3233.193848,7e-06,0.551724,0.001818,2.9e-05,0.013011,7e-05,0.178131
m3plates.mtx,11107,6639,0.597731,5.38157e-05,1,11107,1.672993,100.0,100.0,0,1,0.597731,0.490365,0,1,0.398397,0.489547,0.0,9e-05,5.4e-05,0.490365,9e-06,1.0,0.597735,0.009341,0.490363,0.009341,0.071235
t3dh_a.mtx,79171,4352105,54.9709,0.000694332,6657,501789497,115.298114,0.0,0.0,20,81,54.970947,14.530404,0,61,12.107173,14.244433,0.000253,0.115648,0.069694,1775.574707,0.003551,1.0,0.014344,0.010744,0.025873,0.242799,0.243359
Hamrle3_b.mtx,1447360,440,0.000304002,2.10039e-10,440,636451200,1446480.0,100.0,100.0,0,1,0.000304,0.01743,0,1,0.000608,0.024643,0.0,1e-06,0.0,0.01743,0.0,1.0,0.000304,0.0,0.01743,0.0,5.1e-05
Hamrle3.mtx,1447360,5514242,3.80986,2.63228e-06,1006215,1081935130087,196207.408033,93.555161,89.850281,2,6,3.809862,1.548143,0,3,0.001531,0.053529,1e-06,0.992591,0.094433,255554.8125,1e-06,1.0,0.429489,0.00852,0.391711,0.413066,0.179377
lhr10c.mtx,10672,232633,21.7984,0.00204258,7946,63983949,275.042445,67.756744,12.714447,1,63,21.798445,26.358702,0,59,33.354385,28.2472,9.4e-05,0.760495,0.316863,2548.116455,0.00037,1.0,0.073405,0.006681,0.241699,0.428775,0.233905
g7jac040.mtx,11790,107383,9.10797,0.000772517,3072,20571677,191.57294,61.908398,20.999599,1,120,9.107973,14.493073,0,118,5.449194,14.469239,8.5e-05,0.996777,0.06237,1999.946899,0.000341,1.0,0.181244,0.049605,0.29696,0.596206,0.214649
Roget.mtx,1022,5075,4.96575,0.00485886,1107,761490,150.047291,64.285713,36.512314,0,22,4.965754,3.621231,0,16,2.878669,2.638144,0.0,0.983366,0.322956,289.745331,9.8e-05,1.0,0.18068,0.030818,0.342677,0.565509,0.192002
lp_perold.mtx,1506,6148,4.08234,0.00271072,877,924600,150.390371,73.970787,14.525049,0,38,4.082337,7.185574,0,32,2.063081,5.043391,0.0,0.884462,0.092222,272.410217,6.6e-05,1.0,0.043513,0.000939,0.130051,0.002594,0.182824
as-735_G_329.mtx,7716,16277,2.10951,0.000273395,7579,40584274,2493.350986,94.997406,45.585796,0,896,2.109513,15.267148,0,895,2.721617,20.495308,0.0,0.993261,0.091914,1369.204102,1.3e-05,1.0,0.215104,0.000795,0.40808,0.005702,0.146108
as-735_G_665.mtx,7716,23697,3.07115,0.000398024,10439,48297958,2038.146516,93.286674,45.271553,0,1305,3.071151,20.71525,0,1304,3.891395,27.9723,0.0,0.990798,0.169486,1942.008423,1.3e-05,1.0,0.270469,0.002984,0.441333,0.061494,0.167964
as-735_G_447.mtx,7716,18288,2.37014,0.000307172,8433,43430582,2374.813101,94.517883,46.062992,0,1048,2.37014,17.14431,0,1047,3.043416,23.132305,0.0,0.993261,0.112275,1518.940796,1.3e-05,1.0,0.226519,0.001126,0.415845,0.011215,0.153104
as-735_G_701.mtx,7716,25711,3.33217,0.000431852,11035,49448222,1923.232157,92.75531,44.529579,0,1398,3.332167,22.139856,0,1397,4.216044,29.917498,0.0,0.998963,0.184112,2035.016724,1.3e-05,1.0,0.291559,0.004395,0.451539,0.109754,0.172395
as-735_G_106.mtx,7716,12594,1.63219,0.000211534,6067,34993922,2778.618549,96.060135,46.109257,0,696,1.632193,12.499304,0,695,2.110549,16.755512,0.0,0.872343,0.059585,1056.334229,1.3e-05,1.0,0.193456,0.000423,0.392721,0.001798,0.130276
